,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
2949,3,3,1,4,3,5,22,110,12,13,13,15,0,16,11.5,0,0.0,5,23,15,Pathfinder Monster Core 2,6,Witchwyrd
2948,4,2,3,4,3,6,24,145,16,14,13,16,0,17,15.5,0,0.0,8,25,17,Pathfinder Monster Core 2,7,Winter Hag
2947,4,5,4,1,2,3,24,105,14,14,15,14,0,17,20.5,0,0.0,4,23,15,Pathfinder Monster Core 2,6,Wihsaak
2946,4,2,3,3,2,3,25,110,15,15,13,18,0,18,15.0,0,0.0,4,25,0,Pathfinder Monster Core 2,7,Whisper Dragon (Young)
2945,4,2,3,3,2,3,25,110,15,15,13,18,0,18,15.0,0,0.0,4,25,0,Pathfinder Monster Core 2,7,"Whisper Dragon (Young, Spellcaster)"
2944,7,5,6,9,6,8,39,290,28,28,26,30,0,32,31.5,0,0.0,8,37,0,Pathfinder Monster Core 2,16,Whisper Dragon (Ancient)
2943,7,5,6,9,6,8,39,290,28,28,26,30,0,32,31.5,0,0.0,8,37,0,Pathfinder Monster Core 2,16,"Whisper Dragon (Ancient, Spellcaster)"
2942,5,3,4,7,4,6,31,190,21,21,19,24,0,24,22.0,0,0.0,5,30,0,Pathfinder Monster Core 2,11,Whisper Dragon (Adult)
2941,5,3,4,7,4,6,31,190,21,21,19,24,0,24,22.0,0,0.0,5,30,0,Pathfinder Monster Core 2,11,"Whisper Dragon (Adult, Spellcaster)"
2940,8,6,6,-2,4,2,37,335,25,27,27,24,0,29,36.0,27,32.0,0,0,0,Pathfinder Monster Core 2,15,Wemmuth
2939,0,4,1,3,0,1,16,19,9,6,9,5,0,8,3.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Wayang Whisperblade
2938,2,2,3,0,1,0,13,20,6,8,4,4,0,6,4.5,0,0.0,0,0,0,Pathfinder Monster Core 2,0,Water Wisp
2953,9,3,9,2,5,8,39,380,30,32,26,28,0,34,37.5,0,0.0,8,38,30,Pathfinder Monster Core 2,17,Ximtal
2954,7,3,4,5,5,6,33,220,23,20,19,25,1,25,30.0,0,0.0,7,32,24,Pathfinder Monster Core 2,12,Xiuh Coatl
2955,3,4,2,3,4,5,21,75,12,9,13,13,0,15,13.0,0,0.0,5,21,14,Pathfinder Monster Core 2,5,Yamah
2956,1,4,1,0,3,1,18,30,12,8,10,8,1,12,10.5,0,0.0,4,17,7,Pathfinder Monster Core 2,3,Zebub
2648,4,1,3,-4,3,-1,18,30,8,10,6,8,0,11,7.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Giant Badger
2649,5,3,1,-4,3,-2,18,60,10,8,12,8,0,12,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Giant Chameleon
2650,1,3,1,-5,1,-1,16,20,6,6,8,4,0,8,4.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Giant Cockroach
2651,4,3,1,-4,2,-3,18,25,8,7,9,8,0,9,9.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Giant Crab
2652,3,2,4,-5,1,-5,19,45,8,11,9,6,0,12,11.5,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Giant Dragonfly Nymph
2653,4,4,2,-5,3,0,21,60,11,12,14,9,0,14,13.5,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Giant Dragonfly
2654,3,4,3,-5,3,-5,16,20,8,6,9,6,0,8,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Giant Fly
2937,8,5,5,-3,5,0,30,170,21,21,19,17,0,24,18.0,0,0.0,0,0,0,Pathfinder Monster Core 2,10,Water Orm
2655,3,2,3,-4,2,-1,15,30,7,8,7,5,0,8,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Giant Frog
2657,4,1,3,-5,1,-5,17,32,5,9,7,5,0,10,8.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Giant Leech
2658,2,-1,3,-5,1,-5,13,15,3,9,3,3,0,6,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,0,Giant Maggot
2659,4,5,2,-5,2,-5,24,80,17,14,17,12,0,17,18.0,0,0.0,0,0,0,Pathfinder Monster Core 2,6,Giant Mosquito
2660,4,2,3,-4,2,0,17,35,8,11,8,5,0,10,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Giant Opossum
2959,6,7,5,1,5,3,30,180,21,19,23,17,0,23,16.0,24,18.0,5,29,21,Pathfinder Monster Core 2,10,Zuishin
2958,6,3,4,-5,3,-2,27,210,16,19,18,16,0,21,21.0,0,0.0,0,0,0,Pathfinder Monster Core 2,9,Zombie Dragon
2957,4,6,5,7,7,5,37,280,28,23,26,29,0,27,29.5,27,26.5,6,36,0,Pathfinder Monster Core 2,15,Zhuraita
2656,6,4,6,-5,0,-5,15,165,12,17,15,1,0,18,17.0,0,0.0,0,0,0,Pathfinder Monster Core 2,7,Giant Jellyfish
2897,8,6,6,0,4,2,33,250,21,23,25,21,0,28,23.0,0,0.0,5,33,0,Pathfinder Monster Core 2,13,Tide Giant
2936,-5,6,3,3,4,6,27,130,19,16,19,21,0,21,19.0,0,0.0,0,0,0,Pathfinder Monster Core 2,9,War Wraith
2934,9,11,11,-2,3,7,48,515,39,39,36,33,0,41,42.0,41,39.0,0,0,0,Pathfinder Monster Core 2,21,Volnagur
2913,10,8,6,5,7,8,43,390,32,29,32,35,0,34,49.5,34,61.0,9,0,0,Pathfinder Monster Core 2,19,Tzitzimitl
2912,7,0,5,-5,2,0,27,140,17,20,13,17,0,20,20.0,0,0.0,0,0,0,Pathfinder Monster Core 2,9,Tyrannosaurus Skeleton
2911,7,5,5,-4,4,-2,27,137,18,17,19,14,0,20,23.0,0,0.0,0,0,0,Pathfinder Monster Core 2,8,Tylosaurus
2910,6,1,6,-2,4,3,24,190,16,19,15,14,0,18,17.0,0,0.0,0,0,0,Pathfinder Monster Core 2,8,Two-Headed Troll
2892,5,4,3,-4,1,0,20,60,11,13,12,7,0,12,12.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Terror Shrike
2908,4,1,5,-3,1,-2,17,65,6,14,8,6,0,11,10.5,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Trollhound
2907,1,4,2,0,3,-1,16,20,8,7,9,6,0,9,3.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Tripkee Scout
2906,1,3,2,1,5,0,20,60,12,8,11,14,1,12,6.5,0,0.0,2,21,14,Pathfinder Monster Core 2,4,Tripkee Rain-Caller
2905,1,3,2,-5,2,0,15,7,8,4,7,4,0,7,3.5,0,0.0,0,0,0,Pathfinder Monster Core 2,-1,Trilobite
2904,1,4,3,-5,2,0,18,30,9,10,9,7,0,0,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Trilobite Swarm
2903,-3,3,0,-4,3,0,15,7,5,2,7,5,0,7,1.5,0,0.0,0,0,0,Pathfinder Monster Core 2,-1,Trained Raven
2902,6,3,4,8,3,3,35,104,30,26,23,29,0,30,29.5,0,0.0,5,33,25,Pathfinder Monster Core 2,15,Totum Font
2901,4,6,2,1,2,3,24,130,15,15,17,13,0,18,16.0,0,0.0,0,0,0,Pathfinder Monster Core 2,7,Totenmaske
2900,7,3,6,3,7,4,32,255,25,22,19,25,0,27,24.0,24,26.5,3,32,0,Pathfinder Monster Core 2,12,Tomb Giant
2899,5,4,4,-1,3,6,27,197,16,19,17,14,0,20,19.0,0,0.0,8,29,21,Pathfinder Monster Core 2,9,Tikbalang
2914,0,2,1,0,2,4,15,15,5,4,5,7,1,7,2.5,0,0.0,1,17,9,Pathfinder Monster Core 2,1,Undine Hydromancer
2915,7,4,5,-2,6,3,28,220,21,22,17,21,0,24,22.0,0,0.0,0,0,0,Pathfinder Monster Core 2,11,Unrisen
2916,3,1,3,2,4,2,21,75,13,11,10,15,0,14,12.0,0,0.0,3,23,15,Pathfinder Monster Core 2,5,Urdefhan Tormentor
2917,3,1,2,0,2,2,18,55,9,9,8,9,0,12,9.5,10,8.5,2,17,9,Pathfinder Monster Core 2,3,Urdefhan Warrior
2933,4,2,4,-1,4,3,21,90,13,15,11,13,0,15,10.5,0,0.0,3,22,14,Pathfinder Monster Core 2,5,Vloriak
2932,2,4,1,0,1,2,19,45,10,6,11,8,0,11,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Vishkanya Infiltrator
2931,8,5,7,-4,5,-3,33,270,22,26,24,22,0,27,32.0,0,0.0,0,0,0,Pathfinder Monster Core 2,13,Viper Vine
2930,1,5,3,-4,2,-3,18,50,12,11,13,10,0,0,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Viper Swarm
2929,7,3,5,2,5,-1,30,190,24,23,18,20,0,24,26.5,0,0.0,2,30,0,Pathfinder Monster Core 2,11,Vigilia
2928,3,1,4,0,1,2,16,55,8,11,8,6,0,12,8.5,0,0.0,1,19,0,Pathfinder Monster Core 2,3,Vermlek
2927,5,-4,5,-5,0,-5,12,157,8,17,8,10,0,15,17.5,0,0.0,0,0,0,Pathfinder Monster Core 2,6,Verdurous Ooze
2935,2,4,4,5,3,6,23,105,15,12,14,15,1,15,14.5,0,0.0,5,24,16,Pathfinder Monster Core 2,6,Vulpinal
2926,8,6,8,6,10,8,45,475,38,36,34,38,1,36,45.5,0,0.0,10,42,34,Pathfinder Monster Core 2,20,Veranallia
2924,2,5,3,0,2,2,21,75,12,11,14,8,0,0,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,5,Velociraptor Pack
2923,8,4,6,8,5,6,41,335,30,31,25,32,0,33,32.5,33,25.0,7,41,33,Pathfinder Monster Core 2,17,Vaspercham
2922,8,4,6,4,5,5,34,275,26,29,23,22,0,27,33.0,0,0.0,7,34,26,Pathfinder Monster Core 2,13,Vanyver
2921,1,4,0,1,3,0,19,16,6,5,9,8,0,7,4.5,0,0.0,1,13,5,Pathfinder Monster Core 2,1,Vanara Disciple
2920,7,5,5,3,4,5,33,215,22,24,20,23,0,28,28.5,0,0.0,7,29,21,Pathfinder Monster Core 2,12,Valkyrie
2919,10,5,8,5,6,6,40,460,32,32,29,34,0,36,35.5,0,0.0,7,40,32,Pathfinder Monster Core 2,18,Urveth
2918,9,4,8,4,3,4,31,290,20,26,20,20,0,25,40.5,0,0.0,8,30,22,Pathfinder Monster Core 2,13,Urglid
2925,6,8,4,4,5,-2,33,230,24,21,25,24,0,0,0.0,27,26.5,7,33,0,Pathfinder Monster Core 2,13,Venator
2891,4,3,3,-4,0,0,17,30,6,11,9,4,0,9,7.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Terror Bird
2532,9,2,8,-5,0,-5,36,200,21,29,19,17,0,27,30.5,27,27.5,0,0,0,Pathfinder Monster Core 2,13,Animated Trebuchet
2889,2,6,3,2,4,6,27,155,17,16,21,17,0,20,22.0,0,0.0,5,29,21,Pathfinder Monster Core 2,9,Tennin
2751,11,6,7,8,8,7,45,510,36,35,32,36,0,39,40.5,0,0.0,7,43,35,Pathfinder Monster Core 2,20,Nasurgeth
2752,5,3,5,0,3,3,24,120,14,18,14,12,0,18,17.0,0,0.0,4,25,17,Pathfinder Monster Core 2,7,Naunet
2753,5,3,2,-2,2,0,21,60,10,10,13,10,0,12,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Nightgaunt
2754,9,4,7,3,6,7,39,350,29,30,27,33,0,34,33.0,34,30.5,8,38,30,Pathfinder Monster Core 2,17,Ninkonda
2755,0,3,1,0,1,4,16,22,6,6,10,6,1,7,3.5,0,0.0,2,17,9,Pathfinder Monster Core 2,1,Nixie
2756,5,7,3,7,5,3,30,135,19,17,21,19,0,23,24.0,0,0.0,6,29,21,Pathfinder Monster Core 2,10,Nosferatu Malefactor
2757,6,8,4,8,6,4,37,215,27,23,27,29,0,30,31.5,0,0.0,6,36,28,Pathfinder Monster Core 2,15,Nosferatu Overlord
2758,4,3,2,2,2,1,26,135,16,16,17,14,0,19,21.0,0,0.0,0,0,0,Pathfinder Monster Core 2,8,Nosferatu Thrall
2759,4,2,3,0,3,2,20,75,11,13,10,11,0,12,17.5,0,0.0,2,20,12,Pathfinder Monster Core 2,4,Nucol
2760,5,2,4,6,4,6,28,190,22,20,15,22,0,23,21.0,0,0.0,5,30,21,Pathfinder Monster Core 2,10,Nymolus
2761,10,4,8,4,5,7,43,425,35,35,29,32,0,36,39.5,0,0.0,9,38,30,Pathfinder Monster Core 2,19,Obcisidaemon
2750,6,4,2,-1,4,2,24,130,15,18,15,12,0,18,13.0,16,0.0,0,0,0,Pathfinder Monster Core 2,7,Narrik
2762,6,4,4,-5,2,-4,22,70,13,15,13,9,0,15,17.0,13,0.0,0,0,0,Pathfinder Monster Core 2,5,Ogre Spider
2764,2,2,0,1,0,4,15,16,5,3,5,5,0,9,8.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Oread Guard
2765,0,4,2,2,4,5,21,65,15,9,15,13,0,13,16.0,0,0.0,3,24,16,Pathfinder Monster Core 2,5,Ostiarius
2766,0,4,3,-4,1,0,15,30,4,6,9,4,0,9,9.0,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Ostovite
2767,0,5,0,2,5,3,20,60,14,8,13,11,0,13,10.0,0,0.0,4,21,13,Pathfinder Monster Core 2,4,Ovinnik
2768,8,6,8,4,5,7,34,225,24,25,23,24,0,27,29.0,25,27.0,7,33,25,Pathfinder Monster Core 2,13,Owb Prophet
2769,4,5,4,0,3,3,24,90,13,14,15,13,0,16,16.0,17,13.5,7,23,15,Pathfinder Monster Core 2,6,Owb
2770,7,8,4,2,2,5,35,85,25,23,28,24,1,25,29.0,0,0.0,0,0,0,Pathfinder Monster Core 2,14,Ozthoom Shadow Double
2771,7,8,4,2,2,5,35,280,25,23,28,24,1,29,29.0,0,0.0,8,34,26,Pathfinder Monster Core 2,14,Ozthoom
2772,3,5,3,2,4,7,24,105,15,12,16,17,1,16,18.0,0,0.0,4,25,17,Pathfinder Monster Core 2,7,Pairaka
2773,4,5,4,2,3,6,26,150,18,17,18,20,0,18,20.5,18,18.0,7,30,22,Pathfinder Monster Core 2,9,Pakalchi
2774,3,5,2,0,2,5,22,85,11,9,16,11,0,15,12.0,0,0.0,0,0,0,Pathfinder Monster Core 2,5,Penanggalan
2763,4,6,5,6,8,7,35,250,29,25,26,31,0,29,32.0,27,32.0,5,36,28,Pathfinder Monster Core 2,15,Okenevem
2749,4,1,3,-1,2,1,18,28,8,9,7,6,0,10,8.5,7,4.5,0,0,0,Pathfinder Monster Core 2,2,Nagaji Soldier
2748,0,3,2,3,0,1,16,18,3,5,6,3,1,8,2.5,8,6.5,0,16,8,Pathfinder Monster Core 2,1,Naari Pyrochemist
2747,4,3,4,-1,2,0,20,70,10,14,9,10,0,14,11.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Myceloid
2722,0,5,4,2,3,5,21,85,12,11,14,12,0,14,13.0,14,13.5,4,22,0,Pathfinder Monster Core 2,5,Lampad
2723,2,6,3,4,4,7,30,175,22,18,24,21,0,23,19.0,22,19.0,6,30,22,Pathfinder Monster Core 2,11,Larabay
2724,1,4,1,3,3,4,18,25,11,8,11,10,1,7,6.5,0,0.0,2,18,10,Pathfinder Monster Core 2,2,Leprechaun
2725,6,3,4,2,3,1,25,105,16,17,14,12,1,19,21.0,16,0.0,1,0,0,Pathfinder Monster Core 2,7,Levaloch
2726,4,-1,4,-4,2,-1,17,35,6,10,5,8,0,10,10.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Living Boulder
2727,3,4,2,-3,1,0,21,50,9,10,12,9,0,14,13.0,14,13.0,0,0,0,Pathfinder Monster Core 2,4,Living Thunderclap
2728,4,5,3,-2,2,3,21,60,10,9,13,12,1,13,8.5,0,0.0,2,21,13,Pathfinder Monster Core 2,4,Lovelorn
2729,5,3,4,3,2,0,23,90,14,14,15,12,0,17,15.0,0,0.0,1,23,15,Pathfinder Monster Core 2,6,Maftet Guardian
2730,6,3,5,-4,4,0,27,155,18,19,14,16,0,20,18.0,17,16.0,0,0,0,Pathfinder Monster Core 2,8,Magma Scorpion
2731,2,5,3,-1,2,0,21,60,11,11,13,8,0,14,9.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Mandragora
2732,6,4,8,4,6,8,37,280,27,29,25,27,1,29,38.5,29,28.0,7,36,28,Pathfinder Monster Core 2,15,Marrmora
2733,7,2,4,-4,2,-2,25,125,15,17,15,13,0,18,20.0,0,0.0,0,0,0,Pathfinder Monster Core 2,7,Megalania
2734,7,5,6,3,4,6,31,225,21,23,20,19,1,24,25.0,0,0.0,4,31,21,Pathfinder Monster Core 2,11,Meladaemon
2735,4,6,2,2,5,6,30,170,21,16,22,19,0,23,21.0,23,19.0,0,0,0,Pathfinder Monster Core 2,10,Melody on the Wind
2736,2,5,3,5,4,2,23,120,14,13,17,14,0,15,11.0,0,0.0,0,0,0,Pathfinder Monster Core 2,6,Mi-Go
2737,4,8,1,7,4,2,33,275,23,20,27,23,0,27,22.5,0,0.0,0,0,0,Pathfinder Monster Core 2,13,Millindemalion
2738,4,1,3,0,1,0,20,75,9,11,9,9,0,14,8.5,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Mimic
2739,4,4,2,1,5,0,20,60,13,10,12,11,0,14,13.0,0,0.0,0,0,0,Pathfinder Monster Core 2,4,Mist Stalker
2740,6,3,4,4,5,4,27,135,19,14,15,19,1,20,20.0,0,0.0,7,26,18,Pathfinder Monster Core 2,8,Mix Coatl
2741,7,5,6,-2,5,7,29,160,21,22,17,19,1,23,20.0,0,0.0,5,27,19,Pathfinder Monster Core 2,10,Mobogo
2742,7,5,3,5,6,3,28,190,22,17,19,22,0,23,23.0,0,0.0,8,29,21,Pathfinder Monster Core 2,10,Moon Hag
2743,5,3,4,-4,0,1,18,50,9,11,10,5,0,12,11.5,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Moose
2744,4,3,1,-2,3,1,17,40,7,7,11,9,0,9,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Morlock Tinkerer
2745,4,0,2,0,1,3,18,30,7,8,6,7,0,8,8.5,0,0.0,1,17,9,Pathfinder Monster Core 2,2,Munavri Spellblade
2746,3,1,4,2,2,0,17,40,8,10,5,8,0,9,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Munsahir
2775,5,7,3,8,6,5,33,180,25,20,25,24,0,26,25.5,0,0.0,6,33,25,Pathfinder Monster Core 2,13,"Phase Dragon (Adult, Spellcaster)"
2776,5,7,3,8,6,5,33,180,25,20,25,24,0,26,25.5,0,0.0,6,33,25,Pathfinder Monster Core 2,13,Phase Dragon (Adult)
2777,6,8,4,9,7,6,41,250,32,27,32,31,0,26,25.5,0,0.0,8,40,32,Pathfinder Monster Core 2,18,"Phase Dragon (Ancient, Spellcaster)"
2778,6,8,4,9,7,6,41,250,32,27,32,31,0,26,25.5,0,0.0,8,40,32,Pathfinder Monster Core 2,18,Phase Dragon (Ancient)
2808,8,8,9,10,8,5,43,355,34,32,30,34,0,35,34.0,0,0.0,0,0,0,Pathfinder Monster Core 2,19,Rune Dragon (Ancient)
2809,4,4,5,6,4,3,30,175,21,19,17,21,0,22,17.0,0,0.0,4,29,21,Pathfinder Monster Core 2,10,"Rune Dragon (Young, Spellcaster)"
2810,4,4,5,6,4,3,30,175,21,19,17,21,0,22,17.0,0,0.0,0,0,0,Pathfinder Monster Core 2,10,Rune Dragon (Young)
2811,4,5,3,1,3,7,33,230,22,21,25,21,0,24,23.5,0,0.0,5,35,27,Pathfinder Monster Core 2,12,Rusalka
2812,4,5,2,-1,1,0,22,78,10,11,14,10,0,15,10.5,0,0.0,0,0,0,Pathfinder Monster Core 2,5,Sabosan
2813,6,5,6,0,3,2,30,175,19,22,19,17,0,22,28.5,0,0.0,3,29,21,Pathfinder Monster Core 2,10,Sacristan
2814,5,7,6,2,7,8,35,350,30,25,28,30,0,30,18.0,0,0.0,7,36,28,Pathfinder Monster Core 2,15,Sakugami
2815,0,2,0,1,4,2,15,15,9,3,7,9,0,5,5.5,7,4.5,1,17,9,Pathfinder Monster Core 2,1,Samsaran Anchorite
2816,5,2,4,0,2,1,24,90,14,16,12,14,0,17,17.0,0,0.0,0,0,0,Pathfinder Monster Core 2,6,Sand Sentry
2817,2,6,4,2,4,0,25,100,15,16,18,14,1,18,18.0,0,0.0,4,25,0,Pathfinder Monster Core 2,7,Sceaduinar
2818,0,3,1,-4,1,-2,16,15,5,5,9,3,0,7,4.5,0,0.0,0,0,0,Pathfinder Monster Core 2,0,Sea Snake
2819,8,5,8,4,4,6,34,350,24,28,23,20,1,30,30.5,0,0.0,4,34,26,Pathfinder Monster Core 2,14,Sepid
2820,1,2,0,-5,2,0,15,7,6,4,6,4,0,6,3.5,0,0.0,0,0,0,Pathfinder Monster Core 2,-1,Severed Head
2821,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Abaddon)
2822,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Astral Plane)
2823,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Axis)
2824,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Boneyard)
2825,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Creation's Forge)
2826,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Dead Vault)
2827,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Dreamlands)
2828,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Elysium)
2829,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Ethereal Plane)
2830,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Heaven)
2831,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Hell)
2832,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Maelstrom)
2807,8,8,9,10,8,5,43,355,34,32,30,34,0,35,34.0,0,0.0,9,41,33,Pathfinder Monster Core 2,19,"Rune Dragon (Ancient, Spellcaster)"
2835,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Outer Rifts)
2806,6,6,7,8,6,4,36,255,27,25,23,27,0,28,27.5,0,0.0,0,0,0,Pathfinder Monster Core 2,14,Rune Dragon (Adult)
2804,6,3,4,3,6,4,26,140,19,15,14,19,0,20,18.0,0,0.0,4,26,0,Pathfinder Monster Core 2,8,Resurrection Dragon (Young)
2779,4,5,3,6,5,4,27,120,20,15,20,19,0,20,17.0,0,0.0,4,28,20,Pathfinder Monster Core 2,9,"Phase Dragon (Young, Spellcaster)"
2780,4,5,3,6,5,4,27,120,20,15,20,19,0,20,17.0,0,0.0,4,28,20,Pathfinder Monster Core 2,9,Phase Dragon (Young)
2781,8,8,6,3,4,6,39,340,29,31,26,31,0,33,32.5,0,0.0,9,38,30,Pathfinder Monster Core 2,17,Phasmadaemon
2782,5,4,3,-4,2,-2,19,46,9,10,11,7,0,12,11.5,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Platecarpus
2783,2,0,2,0,1,3,15,17,5,9,3,6,0,8,4.5,6,4.5,0,0,0,Pathfinder Monster Core 2,0,Poppet Attendant
2784,1,1,0,4,3,1,15,30,7,6,5,11,0,9,6.5,9,6.5,1,18,10,Pathfinder Monster Core 2,2,Poppet Mage
2785,7,2,5,-2,3,0,25,120,15,17,12,13,0,18,18.0,0,0.0,0,0,0,Pathfinder Monster Core 2,7,Praskith
2786,4,4,6,5,6,4,26,170,18,16,14,18,1,19,20.5,0,0.0,5,26,18,Pathfinder Monster Core 2,8,Procyal
2787,9,6,5,6,5,0,40,300,30,32,29,28,0,32,34.5,31,28.0,8,38,30,Pathfinder Monster Core 2,17,Radiant Warden
2788,6,6,5,4,3,5,30,200,21,21,24,18,0,23,16.0,0,0.0,6,30,22,Pathfinder Monster Core 2,11,Raelis
2789,0,4,2,-4,2,-3,16,25,8,8,10,6,0,0,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,2,Rat Snake Swarm
2790,0,3,0,-4,4,0,19,30,9,7,12,9,0,0,0.0,0,0.0,0,0,0,Pathfinder Monster Core 2,3,Raven Swarm
2791,8,0,6,-5,4,4,35,325,26,28,22,26,0,29,36.5,0,0.0,0,0,0,Pathfinder Monster Core 2,14,Ravener Husk
2792,9,5,9,5,6,8,47,500,37,38,34,37,0,39,42.0,0,0.0,0,0,0,Pathfinder Monster Core 2,21,Ravener
2793,8,5,6,5,8,6,36,270,29,26,23,29,0,30,31.5,0,0.0,6,33,0,Pathfinder Monster Core 2,15,"Requiem Dragon (Adult, Spellcaster)"
2794,8,5,6,5,8,6,36,270,29,26,23,29,0,30,31.5,0,0.0,6,33,0,Pathfinder Monster Core 2,15,Requiem Dragon (Adult)
2795,10,6,7,6,10,7,44,370,36,33,30,36,0,38,38.0,0,0.0,9,39,0,Pathfinder Monster Core 2,20,"Requiem Dragon (Ancient, Spellcaster)"
2796,10,6,7,6,10,7,44,370,36,33,30,36,0,38,38.0,0,0.0,1,39,0,Pathfinder Monster Core 2,20,Requiem Dragon (Ancient)
2797,7,4,5,4,7,5,30,190,24,21,18,24,0,24,23.5,0,0.0,4,27,0,Pathfinder Monster Core 2,11,"Requiem Dragon (Young, Spellcaster)"
2798,7,4,5,4,7,5,30,190,24,21,18,24,0,24,23.5,0,0.0,1,27,0,Pathfinder Monster Core 2,11,Requiem Dragon (Young)
2799,7,4,5,4,7,5,32,230,25,21,20,25,0,26,24.5,0,0.0,6,32,0,Pathfinder Monster Core 2,12,"Resurrection Dragon (Adult, Spellcaster)"
2800,7,4,5,4,7,5,32,230,25,21,20,25,0,26,24.5,0,0.0,6,32,0,Pathfinder Monster Core 2,12,Resurrection Dragon (Adult)
2801,9,5,6,5,9,6,39,320,32,28,27,32,0,33,31.5,0,0.0,8,38,0,Pathfinder Monster Core 2,17,"Resurrection Dragon (Ancient, Spellcaster)"
2802,9,5,6,5,9,6,39,320,32,28,27,32,0,33,31.5,0,0.0,6,38,0,Pathfinder Monster Core 2,17,Resurrection Dragon (Ancient)
2803,6,3,4,3,6,4,26,140,19,15,14,19,0,20,18.0,0,0.0,4,26,0,Pathfinder Monster Core 2,8,"Resurrection Dragon (Young, Spellcaster)"
2805,6,6,7,8,6,4,36,255,27,25,23,27,0,28,27.5,0,0.0,6,34,26,Pathfinder Monster Core 2,14,"Rune Dragon (Adult, Spellcaster)"
2890,8,-1,6,4,0,2,33,265,23,26,19,23,0,26,32.5,24,25.5,0,0,0,Pathfinder Monster Core 2,13,Terra Carver
2836,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Plane of Air)
2838,2,2,2,2,2,2,15,22,7,7,7,7,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core 2,1,Shade (Plane of Fire)
